,loss,res_loss,bound_loss
2711,"tf.Tensor(0.00021702213, shape=(), dtype=float32)","tf.Tensor(8.849592e-08, shape=(), dtype=float32)","tf.Tensor(6.6848047e-06, shape=(), dtype=float32)"
2712,"tf.Tensor(0.0002169812, shape=(), dtype=float32)","tf.Tensor(8.886886e-08, shape=(), dtype=float32)","tf.Tensor(6.675246e-06, shape=(), dtype=float32)"
2713,"tf.Tensor(0.00021714249, shape=(), dtype=float32)","tf.Tensor(9.284092e-08, shape=(), dtype=float32)","tf.Tensor(6.8096315e-06, shape=(), dtype=float32)"
2714,"tf.Tensor(0.00021697197, shape=(), dtype=float32)","tf.Tensor(8.928082e-08, shape=(), dtype=float32)","tf.Tensor(6.67861e-06, shape=(), dtype=float32)"
2715,"tf.Tensor(0.00021692915, shape=(), dtype=float32)","tf.Tensor(8.971299e-08, shape=(), dtype=float32)","tf.Tensor(6.667638e-06, shape=(), dtype=float32)"
2716,"tf.Tensor(0.00021695094, shape=(), dtype=float32)","tf.Tensor(9.2271115e-08, shape=(), dtype=float32)","tf.Tensor(6.7333535e-06, shape=(), dtype=float32)"
2717,"tf.Tensor(0.00021689729, shape=(), dtype=float32)","tf.Tensor(9.066711e-08, shape=(), dtype=float32)","tf.Tensor(6.6730013e-06, shape=(), dtype=float32)"
2718,"tf.Tensor(0.00021686098, shape=(), dtype=float32)","tf.Tensor(9.0170374e-08, shape=(), dtype=float32)","tf.Tensor(6.6773573e-06, shape=(), dtype=float32)"
2719,"tf.Tensor(0.00021710453, shape=(), dtype=float32)","tf.Tensor(8.896416e-08, shape=(), dtype=float32)","tf.Tensor(6.8953955e-06, shape=(), dtype=float32)"
2720,"tf.Tensor(0.00021685874, shape=(), dtype=float32)","tf.Tensor(8.996355e-08, shape=(), dtype=float32)","tf.Tensor(6.687424e-06, shape=(), dtype=float32)"
2721,"tf.Tensor(0.00021681043, shape=(), dtype=float32)","tf.Tensor(8.953708e-08, shape=(), dtype=float32)","tf.Tensor(6.6832085e-06, shape=(), dtype=float32)"
2722,"tf.Tensor(0.00021683304, shape=(), dtype=float32)","tf.Tensor(8.882974e-08, shape=(), dtype=float32)","tf.Tensor(6.8068666e-06, shape=(), dtype=float32)"
2723,"tf.Tensor(0.000216779, shape=(), dtype=float32)","tf.Tensor(8.903316e-08, shape=(), dtype=float32)","tf.Tensor(6.709509e-06, shape=(), dtype=float32)"
2724,"tf.Tensor(0.00021673509, shape=(), dtype=float32)","tf.Tensor(8.903158e-08, shape=(), dtype=float32)","tf.Tensor(6.7043825e-06, shape=(), dtype=float32)"
2725,"tf.Tensor(0.00021684772, shape=(), dtype=float32)","tf.Tensor(9.2132744e-08, shape=(), dtype=float32)","tf.Tensor(6.8488357e-06, shape=(), dtype=float32)"
2726,"tf.Tensor(0.00021672247, shape=(), dtype=float32)","tf.Tensor(8.935294e-08, shape=(), dtype=float32)","tf.Tensor(6.7157553e-06, shape=(), dtype=float32)"
2727,"tf.Tensor(0.00021671053, shape=(), dtype=float32)","tf.Tensor(9.0530655e-08, shape=(), dtype=float32)","tf.Tensor(6.722282e-06, shape=(), dtype=float32)"
2728,"tf.Tensor(0.00021670542, shape=(), dtype=float32)","tf.Tensor(9.012987e-08, shape=(), dtype=float32)","tf.Tensor(6.7145543e-06, shape=(), dtype=float32)"
2729,"tf.Tensor(0.0002166851, shape=(), dtype=float32)","tf.Tensor(9.066436e-08, shape=(), dtype=float32)","tf.Tensor(6.709755e-06, shape=(), dtype=float32)"
2730,"tf.Tensor(0.00021664843, shape=(), dtype=float32)","tf.Tensor(9.3604996e-08, shape=(), dtype=float32)","tf.Tensor(6.7228107e-06, shape=(), dtype=float32)"
2731,"tf.Tensor(0.0002166488, shape=(), dtype=float32)","tf.Tensor(9.352972e-08, shape=(), dtype=float32)","tf.Tensor(6.722592e-06, shape=(), dtype=float32)"
2732,"tf.Tensor(0.00021662477, shape=(), dtype=float32)","tf.Tensor(9.303596e-08, shape=(), dtype=float32)","tf.Tensor(6.717592e-06, shape=(), dtype=float32)"
2733,"tf.Tensor(0.00021657927, shape=(), dtype=float32)","tf.Tensor(9.1542695e-08, shape=(), dtype=float32)","tf.Tensor(6.7378414e-06, shape=(), dtype=float32)"
2734,"tf.Tensor(0.00021657755, shape=(), dtype=float32)","tf.Tensor(9.157508e-08, shape=(), dtype=float32)","tf.Tensor(6.7359765e-06, shape=(), dtype=float32)"
2735,"tf.Tensor(0.00021651054, shape=(), dtype=float32)","tf.Tensor(8.983524e-08, shape=(), dtype=float32)","tf.Tensor(6.731881e-06, shape=(), dtype=float32)"
2736,"tf.Tensor(0.00021659673, shape=(), dtype=float32)","tf.Tensor(8.8166914e-08, shape=(), dtype=float32)","tf.Tensor(6.928128e-06, shape=(), dtype=float32)"
2737,"tf.Tensor(0.00021647355, shape=(), dtype=float32)","tf.Tensor(8.828824e-08, shape=(), dtype=float32)","tf.Tensor(6.7599453e-06, shape=(), dtype=float32)"
2738,"tf.Tensor(0.0002164932, shape=(), dtype=float32)","tf.Tensor(8.764285e-08, shape=(), dtype=float32)","tf.Tensor(6.8250497e-06, shape=(), dtype=float32)"
2739,"tf.Tensor(0.00021644763, shape=(), dtype=float32)","tf.Tensor(8.778176e-08, shape=(), dtype=float32)","tf.Tensor(6.769232e-06, shape=(), dtype=float32)"
2740,"tf.Tensor(0.00021642545, shape=(), dtype=float32)","tf.Tensor(8.7643784e-08, shape=(), dtype=float32)","tf.Tensor(6.7629567e-06, shape=(), dtype=float32)"
2741,"tf.Tensor(0.00021637171, shape=(), dtype=float32)","tf.Tensor(8.7816645e-08, shape=(), dtype=float32)","tf.Tensor(6.7602823e-06, shape=(), dtype=float32)"
2742,"tf.Tensor(0.00021693976, shape=(), dtype=float32)","tf.Tensor(1.0600336e-07, shape=(), dtype=float32)","tf.Tensor(7.207217e-06, shape=(), dtype=float32)"
2743,"tf.Tensor(0.00021636343, shape=(), dtype=float32)","tf.Tensor(8.8290236e-08, shape=(), dtype=float32)","tf.Tensor(6.7663814e-06, shape=(), dtype=float32)"
2744,"tf.Tensor(0.00021630665, shape=(), dtype=float32)","tf.Tensor(8.8691024e-08, shape=(), dtype=float32)","tf.Tensor(6.753734e-06, shape=(), dtype=float32)"
2745,"tf.Tensor(0.00021640863, shape=(), dtype=float32)","tf.Tensor(9.3729774e-08, shape=(), dtype=float32)","tf.Tensor(6.9044886e-06, shape=(), dtype=float32)"
2746,"tf.Tensor(0.00021627948, shape=(), dtype=float32)","tf.Tensor(8.966601e-08, shape=(), dtype=float32)","tf.Tensor(6.7644787e-06, shape=(), dtype=float32)"
2747,"tf.Tensor(0.00021621873, shape=(), dtype=float32)","tf.Tensor(8.8958345e-08, shape=(), dtype=float32)","tf.Tensor(6.753849e-06, shape=(), dtype=float32)"
2748,"tf.Tensor(0.00021657128, shape=(), dtype=float32)","tf.Tensor(8.6842185e-08, shape=(), dtype=float32)","tf.Tensor(7.0521573e-06, shape=(), dtype=float32)"
2749,"tf.Tensor(0.00021621076, shape=(), dtype=float32)","tf.Tensor(8.861432e-08, shape=(), dtype=float32)","tf.Tensor(6.7595174e-06, shape=(), dtype=float32)"
2750,"tf.Tensor(0.00021616089, shape=(), dtype=float32)","tf.Tensor(8.7520974e-08, shape=(), dtype=float32)","tf.Tensor(6.750754e-06, shape=(), dtype=float32)"
2751,"tf.Tensor(0.00021613664, shape=(), dtype=float32)","tf.Tensor(8.509304e-08, shape=(), dtype=float32)","tf.Tensor(6.8081954e-06, shape=(), dtype=float32)"
2752,"tf.Tensor(0.00021611506, shape=(), dtype=float32)","tf.Tensor(8.570059e-08, shape=(), dtype=float32)","tf.Tensor(6.7674077e-06, shape=(), dtype=float32)"
2753,"tf.Tensor(0.00021608267, shape=(), dtype=float32)","tf.Tensor(8.5145295e-08, shape=(), dtype=float32)","tf.Tensor(6.7741535e-06, shape=(), dtype=float32)"
2754,"tf.Tensor(0.00021607523, shape=(), dtype=float32)","tf.Tensor(8.5235065e-08, shape=(), dtype=float32)","tf.Tensor(6.7612236e-06, shape=(), dtype=float32)"
2755,"tf.Tensor(0.00021604501, shape=(), dtype=float32)","tf.Tensor(8.5036845e-08, shape=(), dtype=float32)","tf.Tensor(6.751971e-06, shape=(), dtype=float32)"
2756,"tf.Tensor(0.00021601477, shape=(), dtype=float32)","tf.Tensor(8.4886864e-08, shape=(), dtype=float32)","tf.Tensor(6.764892e-06, shape=(), dtype=float32)"
2757,"tf.Tensor(0.00021600618, shape=(), dtype=float32)","tf.Tensor(8.482386e-08, shape=(), dtype=float32)","tf.Tensor(6.752342e-06, shape=(), dtype=float32)"
2758,"tf.Tensor(0.00021598629, shape=(), dtype=float32)","tf.Tensor(8.60261e-08, shape=(), dtype=float32)","tf.Tensor(6.766974e-06, shape=(), dtype=float32)"
2759,"tf.Tensor(0.00021598091, shape=(), dtype=float32)","tf.Tensor(8.5590415e-08, shape=(), dtype=float32)","tf.Tensor(6.754688e-06, shape=(), dtype=float32)"
2760,"tf.Tensor(0.0002159555, shape=(), dtype=float32)","tf.Tensor(8.589214e-08, shape=(), dtype=float32)","tf.Tensor(6.745822e-06, shape=(), dtype=float32)"
2761,"tf.Tensor(0.00021594347, shape=(), dtype=float32)","tf.Tensor(8.749386e-08, shape=(), dtype=float32)","tf.Tensor(6.76902e-06, shape=(), dtype=float32)"
2762,"tf.Tensor(0.00021593494, shape=(), dtype=float32)","tf.Tensor(8.6797236e-08, shape=(), dtype=float32)","tf.Tensor(6.7502046e-06, shape=(), dtype=float32)"
2763,"tf.Tensor(0.00021591074, shape=(), dtype=float32)","tf.Tensor(8.628701e-08, shape=(), dtype=float32)","tf.Tensor(6.744452e-06, shape=(), dtype=float32)"
2764,"tf.Tensor(0.00021586259, shape=(), dtype=float32)","tf.Tensor(8.452393e-08, shape=(), dtype=float32)","tf.Tensor(6.745423e-06, shape=(), dtype=float32)"
2765,"tf.Tensor(0.00021674384, shape=(), dtype=float32)","tf.Tensor(8.235505e-08, shape=(), dtype=float32)","tf.Tensor(7.4947584e-06, shape=(), dtype=float32)"
2766,"tf.Tensor(0.00021586362, shape=(), dtype=float32)","tf.Tensor(8.430973e-08, shape=(), dtype=float32)","tf.Tensor(6.750009e-06, shape=(), dtype=float32)"
2767,"tf.Tensor(0.00021580352, shape=(), dtype=float32)","tf.Tensor(8.327345e-08, shape=(), dtype=float32)","tf.Tensor(6.728671e-06, shape=(), dtype=float32)"
2768,"tf.Tensor(0.00021582974, shape=(), dtype=float32)","tf.Tensor(8.124903e-08, shape=(), dtype=float32)","tf.Tensor(6.799699e-06, shape=(), dtype=float32)"
2769,"tf.Tensor(0.0002157654, shape=(), dtype=float32)","tf.Tensor(8.1973276e-08, shape=(), dtype=float32)","tf.Tensor(6.7315336e-06, shape=(), dtype=float32)"
2770,"tf.Tensor(0.00021573623, shape=(), dtype=float32)","tf.Tensor(8.145692e-08, shape=(), dtype=float32)","tf.Tensor(6.73462e-06, shape=(), dtype=float32)"
2771,"tf.Tensor(0.00021573382, shape=(), dtype=float32)","tf.Tensor(8.148179e-08, shape=(), dtype=float32)","tf.Tensor(6.7328783e-06, shape=(), dtype=float32)"
2772,"tf.Tensor(0.00021569876, shape=(), dtype=float32)","tf.Tensor(8.165415e-08, shape=(), dtype=float32)","tf.Tensor(6.7182277e-06, shape=(), dtype=float32)"
2773,"tf.Tensor(0.00021572804, shape=(), dtype=float32)","tf.Tensor(8.732446e-08, shape=(), dtype=float32)","tf.Tensor(6.768568e-06, shape=(), dtype=float32)"
2774,"tf.Tensor(0.00021567843, shape=(), dtype=float32)","tf.Tensor(8.293586e-08, shape=(), dtype=float32)","tf.Tensor(6.718467e-06, shape=(), dtype=float32)"
2775,"tf.Tensor(0.00021564554, shape=(), dtype=float32)","tf.Tensor(8.3389025e-08, shape=(), dtype=float32)","tf.Tensor(6.7006345e-06, shape=(), dtype=float32)"
2776,"tf.Tensor(0.00021563268, shape=(), dtype=float32)","tf.Tensor(8.6084334e-08, shape=(), dtype=float32)","tf.Tensor(6.7126502e-06, shape=(), dtype=float32)"
2777,"tf.Tensor(0.0002156106, shape=(), dtype=float32)","tf.Tensor(8.471959e-08, shape=(), dtype=float32)","tf.Tensor(6.690077e-06, shape=(), dtype=float32)"
2778,"tf.Tensor(0.00021556931, shape=(), dtype=float32)","tf.Tensor(8.481839e-08, shape=(), dtype=float32)","tf.Tensor(6.683657e-06, shape=(), dtype=float32)"
2779,"tf.Tensor(0.00021570882, shape=(), dtype=float32)","tf.Tensor(8.7291056e-08, shape=(), dtype=float32)","tf.Tensor(6.838884e-06, shape=(), dtype=float32)"
2780,"tf.Tensor(0.00021555899, shape=(), dtype=float32)","tf.Tensor(8.506926e-08, shape=(), dtype=float32)","tf.Tensor(6.692298e-06, shape=(), dtype=float32)"
2781,"tf.Tensor(0.00021551095, shape=(), dtype=float32)","tf.Tensor(8.4781604e-08, shape=(), dtype=float32)","tf.Tensor(6.6705197e-06, shape=(), dtype=float32)"
2782,"tf.Tensor(0.00021546721, shape=(), dtype=float32)","tf.Tensor(8.55981e-08, shape=(), dtype=float32)","tf.Tensor(6.666431e-06, shape=(), dtype=float32)"
2783,"tf.Tensor(0.00021545409, shape=(), dtype=float32)","tf.Tensor(8.500573e-08, shape=(), dtype=float32)","tf.Tensor(6.6537305e-06, shape=(), dtype=float32)"
2784,"tf.Tensor(0.00021543069, shape=(), dtype=float32)","tf.Tensor(8.407675e-08, shape=(), dtype=float32)","tf.Tensor(6.6643333e-06, shape=(), dtype=float32)"
2785,"tf.Tensor(0.0002154212, shape=(), dtype=float32)","tf.Tensor(8.429949e-08, shape=(), dtype=float32)","tf.Tensor(6.651463e-06, shape=(), dtype=float32)"
2786,"tf.Tensor(0.00021539629, shape=(), dtype=float32)","tf.Tensor(8.3183046e-08, shape=(), dtype=float32)","tf.Tensor(6.6421344e-06, shape=(), dtype=float32)"
2787,"tf.Tensor(0.0002154527, shape=(), dtype=float32)","tf.Tensor(8.132738e-08, shape=(), dtype=float32)","tf.Tensor(6.707102e-06, shape=(), dtype=float32)"
2788,"tf.Tensor(0.00021538683, shape=(), dtype=float32)","tf.Tensor(8.225887e-08, shape=(), dtype=float32)","tf.Tensor(6.64373e-06, shape=(), dtype=float32)"
2789,"tf.Tensor(0.0002153723, shape=(), dtype=float32)","tf.Tensor(8.169411e-08, shape=(), dtype=float32)","tf.Tensor(6.6359667e-06, shape=(), dtype=float32)"
2790,"tf.Tensor(0.00021550141, shape=(), dtype=float32)","tf.Tensor(7.984752e-08, shape=(), dtype=float32)","tf.Tensor(6.715289e-06, shape=(), dtype=float32)"
2791,"tf.Tensor(0.0002153711, shape=(), dtype=float32)","tf.Tensor(8.151729e-08, shape=(), dtype=float32)","tf.Tensor(6.6359567e-06, shape=(), dtype=float32)"
2792,"tf.Tensor(0.00021535192, shape=(), dtype=float32)","tf.Tensor(8.097575e-08, shape=(), dtype=float32)","tf.Tensor(6.6270673e-06, shape=(), dtype=float32)"
2793,"tf.Tensor(0.00021536168, shape=(), dtype=float32)","tf.Tensor(7.918405e-08, shape=(), dtype=float32)","tf.Tensor(6.6528223e-06, shape=(), dtype=float32)"
2794,"tf.Tensor(0.00021534043, shape=(), dtype=float32)","tf.Tensor(8.015895e-08, shape=(), dtype=float32)","tf.Tensor(6.627083e-06, shape=(), dtype=float32)"
2795,"tf.Tensor(0.0002153211, shape=(), dtype=float32)","tf.Tensor(7.971985e-08, shape=(), dtype=float32)","tf.Tensor(6.6155235e-06, shape=(), dtype=float32)"
2796,"tf.Tensor(0.00021529089, shape=(), dtype=float32)","tf.Tensor(7.8359115e-08, shape=(), dtype=float32)","tf.Tensor(6.603878e-06, shape=(), dtype=float32)"
2797,"tf.Tensor(0.00021529118, shape=(), dtype=float32)","tf.Tensor(7.842024e-08, shape=(), dtype=float32)","tf.Tensor(6.6033376e-06, shape=(), dtype=float32)"
2798,"tf.Tensor(0.00021526235, shape=(), dtype=float32)","tf.Tensor(7.835019e-08, shape=(), dtype=float32)","tf.Tensor(6.5888426e-06, shape=(), dtype=float32)"
2799,"tf.Tensor(0.00021526634, shape=(), dtype=float32)","tf.Tensor(7.955599e-08, shape=(), dtype=float32)","tf.Tensor(6.6175835e-06, shape=(), dtype=float32)"
2800,"tf.Tensor(0.00021523912, shape=(), dtype=float32)","tf.Tensor(7.862831e-08, shape=(), dtype=float32)","tf.Tensor(6.5872814e-06, shape=(), dtype=float32)"
2801,"tf.Tensor(0.00021519851, shape=(), dtype=float32)","tf.Tensor(8.016012e-08, shape=(), dtype=float32)","tf.Tensor(6.581914e-06, shape=(), dtype=float32)"
2802,"tf.Tensor(0.00021541574, shape=(), dtype=float32)","tf.Tensor(9.543267e-08, shape=(), dtype=float32)","tf.Tensor(6.743054e-06, shape=(), dtype=float32)"
2803,"tf.Tensor(0.00021519452, shape=(), dtype=float32)","tf.Tensor(8.141539e-08, shape=(), dtype=float32)","tf.Tensor(6.5866407e-06, shape=(), dtype=float32)"
2804,"tf.Tensor(0.00021516523, shape=(), dtype=float32)","tf.Tensor(8.3005354e-08, shape=(), dtype=float32)","tf.Tensor(6.5801796e-06, shape=(), dtype=float32)"
2805,"tf.Tensor(0.00021547214, shape=(), dtype=float32)","tf.Tensor(9.243924e-08, shape=(), dtype=float32)","tf.Tensor(6.8275704e-06, shape=(), dtype=float32)"
2806,"tf.Tensor(0.00021516177, shape=(), dtype=float32)","tf.Tensor(8.3361414e-08, shape=(), dtype=float32)","tf.Tensor(6.581161e-06, shape=(), dtype=float32)"
2807,"tf.Tensor(0.0002151424, shape=(), dtype=float32)","tf.Tensor(8.35222e-08, shape=(), dtype=float32)","tf.Tensor(6.5749327e-06, shape=(), dtype=float32)"
2808,"tf.Tensor(0.00021512322, shape=(), dtype=float32)","tf.Tensor(8.4426276e-08, shape=(), dtype=float32)","tf.Tensor(6.591217e-06, shape=(), dtype=float32)"
2809,"tf.Tensor(0.0002151201, shape=(), dtype=float32)","tf.Tensor(8.4105075e-08, shape=(), dtype=float32)","tf.Tensor(6.579935e-06, shape=(), dtype=float32)"
2810,"tf.Tensor(0.0002150909, shape=(), dtype=float32)","tf.Tensor(8.28322e-08, shape=(), dtype=float32)","tf.Tensor(6.5801996e-06, shape=(), dtype=float32)"
2811,"tf.Tensor(0.00021520446, shape=(), dtype=float32)","tf.Tensor(8.101493e-08, shape=(), dtype=float32)","tf.Tensor(6.7291144e-06, shape=(), dtype=float32)"
2812,"tf.Tensor(0.0002150843, shape=(), dtype=float32)","tf.Tensor(8.2083325e-08, shape=(), dtype=float32)","tf.Tensor(6.5916497e-06, shape=(), dtype=float32)"
2813,"tf.Tensor(0.00021505619, shape=(), dtype=float32)","tf.Tensor(8.072359e-08, shape=(), dtype=float32)","tf.Tensor(6.5820996e-06, shape=(), dtype=float32)"
2814,"tf.Tensor(0.00021509516, shape=(), dtype=float32)","tf.Tensor(7.9111985e-08, shape=(), dtype=float32)","tf.Tensor(6.6322445e-06, shape=(), dtype=float32)"
2815,"tf.Tensor(0.00021504243, shape=(), dtype=float32)","tf.Tensor(7.949313e-08, shape=(), dtype=float32)","tf.Tensor(6.5834874e-06, shape=(), dtype=float32)"
2816,"tf.Tensor(0.0002150172, shape=(), dtype=float32)","tf.Tensor(7.8799935e-08, shape=(), dtype=float32)","tf.Tensor(6.5797017e-06, shape=(), dtype=float32)"
2817,"tf.Tensor(0.00021501556, shape=(), dtype=float32)","tf.Tensor(7.930416e-08, shape=(), dtype=float32)","tf.Tensor(6.6275547e-06, shape=(), dtype=float32)"
2818,"tf.Tensor(0.00021499417, shape=(), dtype=float32)","tf.Tensor(7.84015e-08, shape=(), dtype=float32)","tf.Tensor(6.591159e-06, shape=(), dtype=float32)"
2819,"tf.Tensor(0.00021497876, shape=(), dtype=float32)","tf.Tensor(7.806038e-08, shape=(), dtype=float32)","tf.Tensor(6.590236e-06, shape=(), dtype=float32)"
2820,"tf.Tensor(0.00021497541, shape=(), dtype=float32)","tf.Tensor(7.812043e-08, shape=(), dtype=float32)","tf.Tensor(6.5862146e-06, shape=(), dtype=float32)"
2821,"tf.Tensor(0.00021495878, shape=(), dtype=float32)","tf.Tensor(7.787137e-08, shape=(), dtype=float32)","tf.Tensor(6.5788845e-06, shape=(), dtype=float32)"
2822,"tf.Tensor(0.0002149585, shape=(), dtype=float32)","tf.Tensor(7.72579e-08, shape=(), dtype=float32)","tf.Tensor(6.5914414e-06, shape=(), dtype=float32)"
2823,"tf.Tensor(0.00021494084, shape=(), dtype=float32)","tf.Tensor(7.7495436e-08, shape=(), dtype=float32)","tf.Tensor(6.5732775e-06, shape=(), dtype=float32)"
2824,"tf.Tensor(0.00021493882, shape=(), dtype=float32)","tf.Tensor(7.715989e-08, shape=(), dtype=float32)","tf.Tensor(6.587483e-06, shape=(), dtype=float32)"
2825,"tf.Tensor(0.00021492963, shape=(), dtype=float32)","tf.Tensor(7.730784e-08, shape=(), dtype=float32)","tf.Tensor(6.5743425e-06, shape=(), dtype=float32)"
2826,"tf.Tensor(0.00021492661, shape=(), dtype=float32)","tf.Tensor(7.7228336e-08, shape=(), dtype=float32)","tf.Tensor(6.5732866e-06, shape=(), dtype=float32)"
2827,"tf.Tensor(0.00021490316, shape=(), dtype=float32)","tf.Tensor(7.69703e-08, shape=(), dtype=float32)","tf.Tensor(6.5636646e-06, shape=(), dtype=float32)"
2828,"tf.Tensor(0.00021496638, shape=(), dtype=float32)","tf.Tensor(7.687252e-08, shape=(), dtype=float32)","tf.Tensor(6.6441717e-06, shape=(), dtype=float32)"
2829,"tf.Tensor(0.00021489471, shape=(), dtype=float32)","tf.Tensor(7.674839e-08, shape=(), dtype=float32)","tf.Tensor(6.5674735e-06, shape=(), dtype=float32)"
2830,"tf.Tensor(0.00021486466, shape=(), dtype=float32)","tf.Tensor(7.6870485e-08, shape=(), dtype=float32)","tf.Tensor(6.5568647e-06, shape=(), dtype=float32)"
2831,"tf.Tensor(0.00021490002, shape=(), dtype=float32)","tf.Tensor(7.971105e-08, shape=(), dtype=float32)","tf.Tensor(6.6244634e-06, shape=(), dtype=float32)"
2832,"tf.Tensor(0.00021485155, shape=(), dtype=float32)","tf.Tensor(7.743778e-08, shape=(), dtype=float32)","tf.Tensor(6.5627114e-06, shape=(), dtype=float32)"
2833,"tf.Tensor(0.00021482483, shape=(), dtype=float32)","tf.Tensor(7.8358916e-08, shape=(), dtype=float32)","tf.Tensor(6.5600984e-06, shape=(), dtype=float32)"
2834,"tf.Tensor(0.0002149167, shape=(), dtype=float32)","tf.Tensor(8.517405e-08, shape=(), dtype=float32)","tf.Tensor(6.6588314e-06, shape=(), dtype=float32)"
2835,"tf.Tensor(0.0002148161, shape=(), dtype=float32)","tf.Tensor(7.939625e-08, shape=(), dtype=float32)","tf.Tensor(6.5652443e-06, shape=(), dtype=float32)"
2836,"tf.Tensor(0.00021478739, shape=(), dtype=float32)","tf.Tensor(8.0408995e-08, shape=(), dtype=float32)","tf.Tensor(6.563684e-06, shape=(), dtype=float32)"
2837,"tf.Tensor(0.0002149613, shape=(), dtype=float32)","tf.Tensor(8.611773e-08, shape=(), dtype=float32)","tf.Tensor(6.69657e-06, shape=(), dtype=float32)"
2838,"tf.Tensor(0.00021478652, shape=(), dtype=float32)","tf.Tensor(8.09413e-08, shape=(), dtype=float32)","tf.Tensor(6.568008e-06, shape=(), dtype=float32)"
2839,"tf.Tensor(0.00021475652, shape=(), dtype=float32)","tf.Tensor(8.1209805e-08, shape=(), dtype=float32)","tf.Tensor(6.558737e-06, shape=(), dtype=float32)"
2840,"tf.Tensor(0.00021474223, shape=(), dtype=float32)","tf.Tensor(8.268489e-08, shape=(), dtype=float32)","tf.Tensor(6.5843697e-06, shape=(), dtype=float32)"
2841,"tf.Tensor(0.00021472972, shape=(), dtype=float32)","tf.Tensor(8.201923e-08, shape=(), dtype=float32)","tf.Tensor(6.5638574e-06, shape=(), dtype=float32)"
